gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
ATRX	3.64905615576398	10	0.001187	30.9	12784.697574	0.000315	0.022222	1	0.000138	27791.9552	2293.490476	3.76582163540149e-05	2293.49047619048	704.7890625	0	319	8	2	0	3114	728	-0.299000835020347	2183.92923607496	146501	0.111895910780669	7.08888888888889	11	7	0.00183543445030679	0.101081777777778	7	11	77165009707231328	0.0222222222222222	-0.11489594140431	0.62	0.620171277841699	10	119115	0.27993292764437
ATXN1	3.141992164312	97	0.011517	14.71134	524225.098211	0.003985	0.004725	22	0.001692	1049529.228349	2726.269048	5.22831722024415e-05	2726.26904761905	1012.359375	1.66666666666667	1524	20	11	0.16410307733856	5494	12360	0.796607260974948	2536.3781976195	843605	0.0128581716191631	7.20103092783505	98	12	0.0232041723964446	0.0112247948298477	7	119	12369075760593276928	0.00472508591065292	5.32271387095764	0.671697311085131	0.671871465187142	97	4620061	0.332755894985827
ATXN10	4.04725157307373	5	0.000594	30.4	4004.798115	0.000128	0	0	7.1e-05	9398.078111	2051.978571	2.83827221723285e-05	2051.97857142857	533.8125	1	157	5	1	1	1327	334	-0.479734120084997	1969.05981226166	52206	0.208510638297872	0	6	4	0.00074927767523933	0.2	8	5	12852302743626298	0	-0.189437458853304	0.32	0.32001027574915	5	38869	0.250455092326189
ATXN2	3.55134750089042	12	0.001425	36.333333	26792.598124	0.002402	0	0	0.000168	57168.952463	2365.192857	3.97769605872838e-05	2365.19285714286	756.5859375	1	448	8	1	8	3536	1028	-0.15607142674992	2244.01594624411	214768	0.0876757650951199	0	13	7	0.0140473190991525	0.0833333333333334	7	12	4512684707606722048	0	0.251534647531572	0.527777777777778	0.52781661609545	12	255638	0.288684591375893
ATXN2L	3.99418259527484	3	0.000356	44	829.063042	0.000191	0	0	5.8e-05	1862.515695	2079.716667	2.16263029760353e-05	2079.71666666667	553.4921875	0	135	3	1	0	1558	276	-0.669393939393939	1995.22185893054	49189	0.338582677165354	0	4	3	0.00111403195045024	0.333333333333333	7	3	28398330324782992	0	-0.585334016474423	0.444444444444444	0.444529441022804	3	7506	0.253840677000676
ATXN3	4.24753650718271	2	0.000237	19	97.453528	0.000139	0	0	3.8e-05	257.450632	1943.87381	1.69421163007954e-05	1943.87380952381	461.078125	0	40	2	1	0	898	82	-0.809090909090909	1876.21234312547	21824	0.5	0	3	2	0.000812391807881196	0.5	8	2	15093062227947948	0	-0.569208985595448	0.5	0.500001834862127	2	1109	0.237260320947608
ATXN7	3.94704974474653	16	0.0019	17.5625	22196.318952	0.000246	0.208333	25	0.000196	45790.133692	2115.428571	4.19110584959159e-05	2115.42857142857	577.8828125	1	297	12	12	0.110373638418796	1833	834	0.0886580996667899	2019.04737412019	123043	0.122783687943262	61.875	17	10	0.00142520444245321	0.0844452494155151	8	41	47398131632262288	0.208333333333333	0.364740768850923	0.5078125	0.507841076415018	16	313008	0.258199508291032
ATXN7L2	4.48486287546005	3	0.000356	17.666667	1187.171959	1.1e-05	0	0	5.8e-05	2925.662078	1839.439286	2.16176604024498e-05	1839.38928571429	393.85546875	0	56	3	1	0	459	118	-0.646153846153846	1776.92844663278	12722	0.333333333333333	0	4	3	6.13408524704127e-05	0.333333333333333	8	3	86795585519128.5	0	-0.269816807019573	0.666666666666667	0.666764774142087	3	8718	0.224507419225475
ATXN7L3	3.9415885076576	15	0.001781	19.666667	10746.974934	0.000383	0.27619	29	0.000168	22465.981889	2118.863095	4.14906854111921e-05	2118.86309523809	580.26171875	3.68409090909091	310	11	13	0.165537292508192	1800	830	0.0155722031795445	2021.84484939759	134075	0.119105691056911	85.6190476190476	16	10	0.00221889920517874	0.103243552435039	8	44	114283168778389152	0.276190476190476	0.481717763760796	0.346666666666667	0.346683824735757	15	140547	0.258618710513604
AUP1	4.08892318651312	7	0.000831	14	8107.711985	0.000143	0	0	0.000113	19356.334027	2026.972619	3.23601917157597e-05	2026.97261904762	516.22265625	0	105	6	1	2	1225	252	-0.186434422038137	1948.99245085799	33998	0.146067415730337	0	8	5	0.000835684308570377	0.142857142857143	8	7	15978793950065316	0	-0.128851476622915	0.612244897959184	0.612246692535938	7	67350	0.247402980476933
AURKA	3.61961296450196	17	0.002019	25.529412	11700.892985	0.000771	0.110294	15	0.000189	24583.738025	2317.090476	4.3563458692266e-05	2317.09047619048	720.9609375	0	451	12	11	0.1823367525984	3221	1174	-0.0144402611271867	2201.69407635791	238731	0.0804360082691223	49.7426470588235	18	10	0.00450621811940938	0.0758304167902436	7	32	464508472776824576	0.110294117647059	0.458291868673795	0.719723183391003	0.719729793958209	17	141786	0.282813435394888
AURKB	3.73548616882346	32	0.0038	27.3125	12522.313489	0.000666	0.491935	244	0.000266	25810.76415	2248.105952	4.8259411832703e-05	2248.10595238095	669.65234375	2.2	906	21	30	0.262844098083502	2637	2804	0.138583380548145	2133.39845537757	316817	0.112603305785124	445.693548387097	33	14	0.00389423183515347	0.0827210573187917	8	276	346875565978518080	0.491935483870968	1.45323846816676	0.28125	0.28200676490273	32	221781	0.27439350083984
AVEN	4.0553247061617	3	0.000356	32	1073.603339	0.000195	0	0	5.5e-05	2649.975526	2042.929762	2.16027572163476e-05	2042.92976190476	527.56640625	0	99	3	1	0	1340	204	-0.669608763693271	1965.13990865976	47719	0.333333333333333	0	4	3	0.00113337920016514	0.333333333333333	8	3	29515513653985040	0	-0.42242314927127	0.444444444444444	0.444445675105947	3	10559	0.249350636141175
AVIL	4.0396533301674	1	0.000119	105	0	8.7e-05	0	0	2.8e-05	0	2050.94881	1.0378044847539e-05	2050.94880952381	533.29296875	0	106	1	1	0	1393	212	-0.981132075471698	1972.76344560042	65293	1	NA	2	1	0.000505605266567882	1	8	1	5850948171741277	NA	-0.585334016474423	0	7.2860059047164e-06	1	0	0.250329404311448
AVP	4.33218568206102	3	0.000356	14.333333	1129.992998	4.2e-05	0	0	5.5e-05	2460.773904	1906.253571	2.03505746222974e-05	1906.25357142857	436.68359375	0	46	3	1	0	728	98	-0.48974358974359	1839.55190463141	16946	0.36036036036036	0	4	3	0.000241766992871488	0.333333333333333	8	3	1357073102534754	0	-1.11803398874989	0.666666666666667	0.666799192338333	3	22666	0.232668567243811
AVPR1A	4.29478808025644	5	0.000594	49.8	148.996364	3.2e-05	0.4	4	6.4e-05	348.702004	1932.52619	2.91043139078584e-05	1932.52619047619	454.5078125	0	254	5	4	0	753	528	-0.703483245149912	1855.57011748445	69783	0.362043795620438	101.6	6	5	0.000187128714712696	0.217033633646891	8	9	805244257344724	0.4	-0.378755805580515	0	5.06216268504334e-05	5	4105	0.2358752826164
AVPR1B	4.72207052119197	3	0.000356	6.333333	105.083549	4e-06	0	0	6e-05	407.694107	1734.734524	1.93529054439666e-05	1734.73452380952	327.48828125	0	22	3	1	0	173	50	-0.273809523809524	1687.6665409564	6161	0.41025641025641	0	4	3	2.27709346250103e-05	0.333333333333333	8	3	11954134970216.4	0	0	0.444444444444444	0.44449192563998	3	1393	0.21173373902229
AVPR2	3.6190193517749	17	0.002019	58.352941	41394.679915	0.00116	0.161765	22	0.000196	77930.161207	2322.466667	4.30533790677907e-05	2322.46666666667	724.65625	1	1009	14	11	0.12763572681888	3092	2290	-0.299169475822195	2202.05521110127	347314	0.146761734997029	163.220588235294	18	11	0.00677693717289651	0.0633998566120991	7	39	1050614741810634880	0.161764705882353	0.0935135023433272	0.394463667820069	0.394637142303561	17	948621	0.283469628544673
AXIN1	3.34488899442004	26	0.003087	36.115385	44874.395233	0.006034	0.070769	23	0.000289	88027.820782	2524.161905	4.73752284355183e-05	2524.1619047619	871.59375	1	965	17	16	0.175546483439289	4628	2580	0.0840271041769598	2382.52463264002	610855	0.0538576865413447	68.2923076923077	27	12	0.0353215853857537	0.0457907885965721	7	49	28533318939461799936	0.0707692307692308	0.605077704997972	0.79585798816568	0.795890440448207	26	648872	0.308087624162303
AXIN2	4.00902291345126	3	0.000356	31.666667	121.104796	0.000248	0	0	4.7e-05	367.850729	2068.92381	2.17288748358212e-05	2068.92380952381	545.953125	1	98	3	1	0	1570	202	-0.66304347826087	1987.83608742004	63071	0.356589147286822	0	4	3	0.00144637279770106	0.333333333333333	8	3	47995906107738832	0	-0.719537890439104	0.444444444444444	0.444457179697341	3	2218	0.252523350362954
AXL	3.48165736673394	14	0.001662	55.285714	10792.507803	0.001326	0.153846	14	0.000172	21419.060589	2415.652381	4.1728510924418e-05	2415.65238095238	792.6953125	5.09642857142857	788	12	10	0.128277725370134	3794	1758	-0.259387821990819	2288.93299461229	490371	0.106796116504854	121.230769230769	15	10	0.00775565425555548	0.078091535013915	7	28	1375650579197411072	0.153846153846154	0.267012377336348	0.438775510204082	0.438959293544382	14	146054	0.294843449402197
AZGP1	4.70034429538169	1	0.000119	27	0	3e-06	0	0	3e-05	0	1745.767857	1.00905269857219e-05	1745.76785714286	335.21484375	0	28	1	1	0	267	56	-0.928571428571429	1695.46737894976	6030	1	NA	2	1	1.57621150086399e-05	1	8	1	5689169770586.43	NA	-0.569208985595448	0	4.90586369528145e-07	1	0	0.213080417080794
AZIN1	4.25691558827021	2	0.000237	14	16382	6.4e-05	0	0	6.9e-05	32764	1938.232143	1.01234201657619e-05	1938.23214285714	457.16796875	0	30	2	1	0	869	62	-0.428571428571429	1872.07856425703	17914	0.5	0	3	1	0.000374543055487012	0.5	8	2	3208435549562169	0	0	0.5	-Inf	2	162222	0.236571724991711
B2M	3.94301317820254	13	0.001544	11.230769	43234.567534	0.000158	0.012821	1	0.000261	88838.540424	2111.186905	3.55745709562932e-05	2111.1869047619	574.06640625	0	159	6	2	0	1721	474	0.355271332767144	2021.11432614718	51680	0.0805008944543828	2.03846153846154	14	5	0.000921051672811097	0.0814940828402367	8	14	19523495045281868	0.0128205128205128	2.57221028500517	0.698224852071006	0.699099704671345	13	385753	0.257681789913557
B3GALT4	5.66686453757569	1	0.000119	4	0	0	0	0	4.5e-05	0	1434.330159	6.5598134726827e-06	1434.33015873016	168.984375	0	5	1	1	0	13	10	-0.6	1406.29449844968	255	1	NA	2	1	1.59859551932196e-06	1	9	1	58463586470.9034	NA	-0.5	0	0.000167586088264171	1	0	0.175067760128184
B4GALT1	4.2191618188294	1	0.000119	42	0	4e-05	0	0	2.9e-05	0	1954.502381	1.02287992010992e-05	1954.50238095238	467.4765625	0	43	1	1	0	912	86	-0.953488372093023	1888.83023805504	20330	1	NA	2	1	0.000231954338288007	1	8	1	1230569686352836	NA	-0.520166538641961	0	1.29143419669298e-06	1	0	0.238557595624597
B4GALT3	4.99916894218212	1	0.000119	6	0	4.1e-05	0	0	3.2e-05	0	1635.80119	8.92886316246021e-06	1635.80119047619	271.533203125	0	7	1	1	0	140	14	-0.714285714285714	1594.12104588202	1967	1	NA	2	1	0.00024230093696451	1	9	1	1343239565024911	NA	0	0	-Inf	1	0	0.199658390147242
B9D1	4.64869998812775	8	0.00095	5.875	10781.370668	7e-06	0.285714	8	0.000156	22944.676509	1773.479762	2.88244497382524e-05	1773.47976190476	352.94140625	0	55	5	7	0.0775740148258852	356	166	0.172843822843823	1714.30301869445	6054	0.212962962962963	15.7142857142857	9	4	4.3175143868696e-05	0.232430799142574	8	16	43428357664198.5	0.285714285714286	1.26491106406735	0.40625	0.406575283088229	8	106598	0.216462805065889
B9D2	5.18330761011516	7	0.000831	4.857143	16857.705803	1e-06	0.238095	5	0.000174	34171.339953	1579.524206	2.3204816156604e-05	1579.52420634921	241.2578125	0	41	5	5	0.068033073723357	70	124	0.266666666666667	1537.48938363224	2098	0.26890756302521	9.76190476190476	8	4	4.67078407699324e-06	0.221153628117914	9	12	501230543939.344	0.238095238095238	0.737864787372622	0.448979591836735	0.489991998486977	7	174159	0.192789479598366
BAALC	4.891487593494	1	0.000119	32	0	1e-06	0	0	3.7e-05	0	1677.119841	9.95706029578127e-06	1677.11984126984	295.74609375	0	33	1	1	0	184	66	-0.939393939393939	1629.21407247397	3829	1	NA	2	1	7.45762173608671e-06	1	9	1	1274837921754.63	NA	-0.269816807019573	0	0.000266617951297676	1	0	0.204701555140971
BAAT	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
BABAM1	4.92567968657248	1	0.000119	4	0	6e-06	0	0	3.3e-05	0	1663.297619	8.20218544258992e-06	1663.29761904762	287.669921875	0	5	1	1	0	150	10	-0.6	1617.90472173347	2664	1	NA	2	1	3.55376510433533e-05	1	9	1	28901598619388.4	NA	0	0	-Inf	1	0	0.203014478096883
BABAM2	3.95310459456251	4	0.000475	41.25	8233.118046	0.000335	0.333333	2	7e-05	16470.046186	2107.741667	2.26047828310883e-05	2107.74166666667	573.83984375	0	169	4	3	0	1815	350	-0.497298644338118	2015.95486079827	93505	0.275167785234899	56.3333333333333	5	3	0.00195517288394475	0.259470762320959	8	6	87469824096696128	0.333333333333333	-0.86807498434063	0.625	0.687507278793911	4	87986	0.257261279954415
BACE1	3.78024456844355	11	0.001306	19.727273	11819.867744	0.000207	0.036364	2	0.000164	28001.971831	2205.490476	3.84155495024796e-05	2205.49047619048	640.515625	2.58024691358025	228	9	3	0	2360	566	-0.0766957663321118	2108.13884614177	78098	0.0979381443298969	8.29090909090909	12	6	0.00121087091275193	0.0938857018335574	7	13	33532708844818228	0.0363636363636364	0.16472019602544	0.644628099173554	0.644646468432873	11	103736	0.269192051286506
BACH1	4.37100795441054	5	0.000594	12.8	79.431235	2.8e-05	0.2	2	7.2e-05	223.102253	1888.853571	2.82952394305256e-05	1888.85357142857	425.00390625	0	69	5	2	0.314253343630457	638	158	-0.399949874686717	1823.21343401146	31256	0.28	13.8	6	5	0.000163360256531601	0.228181632653061	8	7	619032219940651	0.2	-0.03541182169568	0	5.25740556143184e-05	5	985	0.230544803054872
BACH2	4.00973524872373	4	0.000475	25	982.780234	0.00014	0.166667	1	6.4e-05	2983.403054	2065.15	2.49303235177668e-05	2065.15	542.2421875	0	104	4	2	0	1458	220	-0.484651498736006	1987.48294546101	47188	0.266304347826087	17.3333333333333	5	4	0.000815861549362785	0.271066743827161	8	5	15335212927555322	0.166666666666667	-0.616165697504832	0.375	0.37501828023153	4	11654	0.252062736482348
BAG1	3.43832363765879	13	0.001544	51.538462	5361.14765	0.000727	0.153846	12	0.000141	10878.085503	2442.904762	4.16508525218612e-05	2442.90476190476	812.859375	1	683	12	10	0.0855184835800893	4113	1522	-0.467583323042735	2317.78077414454	433201	0.100800967205682	105.076923076923	14	10	0.00423321059165225	0.0843437582758227	7	25	411504406061367360	0.153846153846154	0.251534647531572	0.556213017751479	0.556249224141716	13	91760	0.298169750018869
BAG2	3.52463492817286	13	0.001544	53.692308	8687.734653	0.002605	0.064103	5	0.000135	15697.747487	2387.371429	4.16553139274751e-05	2387.37142857143	772.5390625	1	711	13	3	0.478992550728284	3607	1578	-0.50919547924654	2261.02293856103	419145	0.11059687200766	45.5769230769231	14	11	0.0152204616538412	0.0790862724400542	7	18	5299772811789932544	0.0641025641025641	0.472020700724009	0.378698224852071	0.378766810506422	13	158892	0.291391606074851
BAG3	3.96723257746646	3	0.000356	35.666667	351.863895	0.000247	0.333333	1	5.3e-05	1043.761702	2091.169048	2.16720371895633e-05	2091.16904761905	561.234375	1	110	3	2	0	1717	226	-0.723850574712644	2008.7757062485	70722	0.375886524822695	36.6666666666667	4	3	0.00143120913596336	0.342403609608997	8	4	47813344514428496	0.333333333333333	-0.876150678051768	0.444444444444444	0.445267619463488	3	4164	0.255238502089456
BAG4	3.91725038584827	3	0.000356	39	686.849658	0.000179	0	0	5.2e-05	1712.038701	2118.283333	2.17963532853865e-05	2118.28333333333	579.7421875	0	120	3	1	0	1848	246	-0.709396714072342	2034.40669798454	64478	0.336283185840708	0	4	3	0.00104158212138792	0.333333333333333	8	3	24857446820470220	0	-0.299680485449523	0	7.38121717691609e-06	3	7131	0.258547947434785
BAG5	4.4332185682061	1	0.000119	21	0	1.1e-05	0	0	2.9e-05	0	1853.166667	1.00093211301754e-05	1853.16666666667	400.921875	0	22	1	1	0	452	44	-0.909090909090909	1797.62858520125	10484	1	NA	2	1	6.16044226632208e-05	1	8	1	87017082637902.2	NA	-0.569208985595448	0	4.8310466449486e-07	1	0	0.226189023149845
BAG6	3.33242312715185	32	0.0038	25.3125	145594.067149	0.001337	0.010081	5	0.000414	306381.392966	2539.409524	4.84777872531011e-05	2539.32619047619	881.90625	0	842	16	3	0.159664183576095	4617	2676	0.318417926822085	2391.43713705511	392987	0.034348812849162	8.48790322580645	33	11	0.00775108762940998	0.032737906873239	7	37	1398861526844702208	0.0100806451612903	0.692506753916447	0.830078125	0.8300999736991	32	1275941	0.309938507320399
BAHD1	4.78119434880684	1	0.000119	32	0	2.5e-05	0	0	3.2e-05	0	1718.13254	1.00709898932067e-05	1718.13253968254	319.75	0	33	1	1	0	218	66	-0.939393939393939	1666.79700536353	5508	1	NA	2	1	0.000144822641737863	1	9	1	479720031809962	NA	-0.277350098112615	0	0.000212898327500932	1	0	0.209707376990436
BAIAP2	3.72515730737267	10	0.001187	21.1	13676.40621	0.000176	0	0	0.000148	31274.861944	2236.869048	3.74650572773931e-05	2236.86904761905	662.890625	1	221	8	1	7	2633	532	-0.110606266798217	2139.31379673009	90614	0.1046875	0	11	6	0.00102391389202954	0.1	7	10	24087658179182832	0	-0.185203182469587	0.72	0.720123618245342	10	120642	0.273021975786515
BAIAP3	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
BAK1	3.82310340733705	11	0.001306	20	8465.234589	0.000409	0.127273	7	0.000154	19299.133277	2183.654762	3.81975196201205e-05	2183.65476190476	625.90625	0	231	8	7	0.0775740148258852	2279	572	-0.0804484535165802	2084.50558971492	92528	0.107302533532042	29.4	12	6	0.00238732780286928	0.117396457899705	8	18	130413194050375040	0.127272727272727	1.80882720630042	0.644628099173554	0.644893506736486	11	91137	0.266526884157771
BAMBI	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
BANF1	3.93968894693102	4	0.000475	27.25	9185.26913	0.000389	0.166667	1	9.3e-05	19798.396107	2105.789286	2.0644890950168e-05	2105.78928571429	570.93359375	0	113	4	2	0	1767	238	-0.223611111111111	2022.81970226615	60384	0.257211538461538	18.8333333333333	5	3	0.00227677566072256	0.263246245156931	8	5	118546711194814768	0.166666666666667	0	0.75	0.751923945733303	4	87155	0.257022981290632
BANK1	5.14899679449127	1	0.000119	4	0	1e-06	0	0	3.9e-05	0	1583.145238	7.96561879026694e-06	1583.14523809524	241.771484375	0	5	1	1	0	74	10	-0.6	1547.73458611944	1075	1	NA	2	1	4.05713175455375e-06	1	9	1	376870343632.267	NA	0	0	-Inf	1	0	0.193231446124184
BAP1	4.09117891487594	1	0.000119	76	0	8.3e-05	0	0	2.7e-05	0	2024.030952	1.03444242444499e-05	2024.03095238095	515.296875	0	77	1	1	0	1309	154	-0.974025974025974	1947.91784677887	45178	1	NA	2	1	0.000482884650058796	1	8	1	5369513668635576	NA	-0.520166538641961	0	1.29984068164557e-06	1	0	0.24704393413656
BARD1	3.26392021844948	51	0.006056	35.764706	107397.324171	0.004222	0.083137	106	0.000497	211990.593815	2616.007143	5.14071525992325e-05	2616.00714285714	936.796875	0	1875	26	46	0.212323537858195	4876	6300	0.275691120470799	2441.6284373636	1043438	0.0357381429525718	155.882352941176	52	13	0.0245802506525878	0.0267169232652774	7	157	13881193136065744896	0.0831372549019608	1.09956164683146	0.762014609765475	0.762448730581027	51	1410605	0.319297832644569
BARHL1	4.75566900154339	1	0.000119	24	0	9e-06	0	0	2.6e-05	0	1727.154762	1.00567925701192e-05	1727.15476190476	324.9609375	0	25	1	1	0	203	50	-0.92	1675.74329081059	7895	1	NA	2	1	5.32202148567718e-05	1	8	1	66518809365090	NA	-1.36183801044893	0	2.00138441464048e-06	1	0	0.210808588051368
BATF	4.13914282322213	10	0.001187	11.2	1313.707185	0.000194	0.288889	13	0.000126	3457.686129	2005.215476	3.64630587560827e-05	2005.21547619048	502.23828125	0	122	7	8	0.12413656192963	1209	334	0.0134368345120129	1925.34560004589	52300	0.164179104477612	35.2444444444444	11	7	0.0011335399930246	0.160075861511609	8	23	29394238139312428	0.288888888888889	0.545342054113472	0.46	0.46005693913272	10	20530	0.244747403416377
BATF3	4.25002968063635	13	0.001544	10.384615	4156.582626	5.9e-05	0.333333	26	0.000171	9375.08343	1950.530952	3.83955146653119e-05	1950.53095238095	465	1.36363636363636	148	8	13	0.110358195005461	880	452	0.183478888261497	1875.11171015141	49859	0.159763313609467	49.3333333333333	14	7	0.000340878837130889	0.168786173242342	8	39	2681013335717954	0.333333333333333	2.28760368154093	0	0.000383736390338285	13	79211	0.238072861269486
BAX	3.91926866912027	15	0.001781	12	20065.299769	7.6e-05	0.07619	8	0.000234	46398.04875	2124.013095	4.13850027757548e-05	2124.0130952381	582.43359375	0	195	9	8	0.12413656192963	1774	600	0.195227049383918	2033.35905125409	59332	0.0812206572769953	14.8571428571429	16	6	0.000444342578770046	0.0835783213130644	8	23	4552859639697146	0.0761904761904762	2.34582278317086	0.711111111111111	0.711305116298643	15	168849	0.259247295891366
BAZ1A	3.81740472515731	7	0.000831	34.571429	4018.677185	0.000233	0.238095	5	9.6e-05	10723.250538	2189.766667	3.24873103207824e-05	2189.76666666667	631.2421875	1	249	6	4	0.0987551639829222	2328	540	-0.38975468975469	2087.61737264415	113362	0.160132890365449	59.2857142857143	8	5	0.00135095576728364	0.209374339923014	8	12	42256192833230592	0.238095238095238	0	0.571428571428571	0.577583151635102	7	44801	0.267272875218664
