gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
MAVS	3.78511219280541	5	0.000594	49.8	415.684751	0.000523	0	0	6.7e-05	787.949164	2203.22619	2.95742077514461e-05	2203.22619047619	640.125	1	254	5	1	1	2409	528	-0.773259279919153	2105.42779624867	139077	0.238048780487805	0	6	5	0.00305479370419631	0.2	8	5	213456246716759360	0	-0.0791944322570854	0	2.23708126773081e-05	5	8745	0.268915682958141
MAX	3.46313664964977	21	0.002493	29.52381	45654.546473	0.000932	0.033333	7	0.000264	96251.986724	2433.357143	4.51851766431305e-05	2433.35714285714	805.359375	1	641	14	8	0.186204842894444	3985	1702	0.121196519713113	2301.17411724374	337406	0.0565650917901407	21.3666666666667	22	10	0.00542992250848386	0.0508167811741687	7	28	676744101156339584	0.0333333333333333	0.582263727320228	0.689342403628118	0.689371393414675	21	467508	0.297004411431339
MBD1	3.54956666270925	14	0.001662	30.285714	22522.944505	0.00063	0.021978	2	0.00018	48122.037281	2363.740476	4.20135439683953e-05	2363.74047619048	755.1328125	1	438	12	2	0	3567	1058	-0.21924094332221	2245.141782059	201340	0.0799227799227799	9.62637362637363	15	8	0.00367528630895007	0.0724386395663194	7	16	309288212470867712	0.021978021978022	-0.42242314927127	0.63265306122449	0.632753107761926	14	227041	0.288507320418688
MBD2	3.82595274842693	6	0.000712	41.666667	1835.358986	0.000697	0.333333	5	7.6e-05	4773.811831	2184.067857	3.06144578401718e-05	2184.06785714286	627.09765625	1	256	6	6	0.0501750035468149	2256	542	-0.391831571338213	2082.95317445541	151308	0.185185185185185	85.3333333333333	7	5	0.004004271688914	0.219949247584475	8	11	392786722125101248	0.333333333333333	-0.0791944322570854	0.277777777777778	0.277787534679159	6	29852	0.266577304667729
MBD3	4.2119197435593	6	0.000712	15.833333	60.819267	5.7e-05	0.4	6	7.9e-05	235.570914	1967.236905	3.05200593009431e-05	1967.1869047619	477.01171875	0	101	6	6	0.0501750035468149	1008	232	-0.308888888888889	1892.07793781887	49697	0.243589743589744	40.4	7	5	0.000329879488875895	0.235130072291562	8	12	2536386919602111	0.4	0.0310485943391336	0	2.88945049464751e-06	6	1380	0.240105810418874
MBD3L1	4.28920812062211	4	0.000475	30.75	59.091175	5.9e-05	0.333333	2	5.8e-05	124.76859	1933.980952	2.56977523014422e-05	1933.93095238095	456.1171875	0	127	4	3	0	871	266	-0.636231884057971	1857.9840843667	56530	0.376543209876543	42.3333333333333	5	4	0.000343937531724875	0.280581242913832	8	6	2760705572216335	0.333333333333333	-0.189437458853304	0	3.65924849154986e-06	4	919	0.236046741411072
MBD4	4.6806363528434	1	0.000119	13	0	9e-06	0	0	2.9e-05	0	1754.930952	9.68497329479169e-06	1754.93095238095	341.3984375	0	14	1	1	0	262	28	-0.857142857142857	1702.60618896639	6065	1	NA	2	1	5.09788123662257e-05	1	8	1	59916246309233.8	NA	-0.983818315586047	0	9.02916404532661e-07	1	0	0.21419882245588
MBD6	4.32909889588033	2	0.000237	14	56.721088	2e-05	0	0	4.1e-05	153.879227	1902.155952	1.62348503327136e-05	1902.15595238095	432.83203125	0	30	2	1	0	640	62	-0.666666666666667	1840.86356406319	17092	0.5	0	3	2	0.000115824768685643	0.5	8	2	311627278769166	0	-0.520166538641961	0.5	0.500000105100854	2	494	0.232168430657992
MBIP	4.00071233527247	7	0.000831	16.428571	5083.386959	7.2e-05	0	0	0.000103	12247.155887	2075.903571	3.31779146970529e-05	2075.90357142857	550.19921875	0	122	7	1	2	1544	286	-0.292350339718761	1991.96536886462	39037	0.144192256341789	0	8	6	0.000419912513352826	0.142857142857143	8	7	4073995222846989	0	-0.520166538641961	0.816326530612245	0.816337684174052	7	40816	0.253375268085981
MBL2	3.81574260952155	10	0.001187	15.4	48686.181256	0.000243	0	0	0.000172	103954.162196	2180.178571	3.53820629976848e-05	2180.17857142857	622.4765625	1	164	7	1	7	2240	418	-0.000716589463392539	2088.52672682016	73537	0.102857142857143	0	11	6	0.00141871226440276	0.1	7	10	46139911613296984	0	-0.409923512045742	0.76	0.760019756525019	10	450234	0.266102596292987
MBP	3.39843286240057	33	0.003918	21.424242	104909.016172	0.000807	0.017045	9	0.00045	211892.201489	2481.716667	4.8189736449982e-05	2481.71666666667	838.8359375	4.53186674436675	740	15	7	0.116361022238828	4260	2536	0.377486647923446	2344.98686462882	379352	0.0370670995670996	12.6136363636364	34	10	0.00469098326906482	0.0326440460547801	7	42	508249367214406144	0.0170454545454545	1.63257855926721	0.696051423324151	0.696119022540227	33	1063022	0.302906953090016
MBTPS1	4.53626973762317	1	0.000119	29	0	1.3e-05	0	0	3.1e-05	0	1811.871429	1.00968585282544e-05	1811.87142857143	375.6328125	0	30	1	1	0	401	60	-0.933333333333333	1756.79156743176	7814	1	NA	2	1	7.71861649440803e-05	1	8	1	136246391035853	NA	-0.569208985595448	0	1.12082197556429e-06	1	0	0.221148715802694
MC1R	4.15160869049032	14	0.001662	62.928571	10256.057532	9.2e-05	0.307692	28	0.000152	20314.060721	2012.728571	4.12328802114127e-05	2012.72857142857	508.2265625	3.96979316979317	895	14	12	0.126141301050053	1123	1972	-0.500469493231654	1919.56444279219	236777	0.333966565349544	275.384615384615	15	12	0.000533366524073577	0.0795318315942053	8	42	6535909055133257	0.307692307692308	0.0935135023433272	0.13265306122449	0.132932070296061	14	239358	0.245664417359758
MC2R	4.72776920337172	1	0.000119	79	0	6e-06	0	0	2.7e-05	0	1745.54127	1.03075685125282e-05	1745.54126984127	337.76953125	0	80	1	1	0	316	160	-0.975	1685.63228868465	19403	1	NA	2	1	3.29830505834971e-05	1	9	1	24979702884867.6	NA	-0.614890459542437	0	2.30075848506317e-06	1	0	0.213052760874083
MC3R	4.65273655467173	4	0.000475	50.5	757.008679	1.4e-05	0	0	6.1e-05	1759.949188	1781.572222	2.48865697243389e-05	1781.57222222222	360.43359375	0	206	4	1	0	377	424	-0.616435367349135	1712.8157438122	48446	0.423076923076923	0	5	3	7.94707868760023e-05	0.25	9	4	145004662172327	0	-0.437789469070996	0	1.98004330299595e-05	4	28573	0.2174505336534
MC4R	4.69512050338359	3	0.000356	29	949.919195	5e-06	0	0	6.7e-05	5584.149673	1760.040079	1.88035852543991e-05	1760.04007936508	346.5546875	0	90	3	1	0	338	186	-0.392276422764228	1697.35375628998	19874	0.337349397590361	0	4	3	2.95187996206469e-05	0.333333333333333	9	3	20052043228620.8	0	-0.555856796051956	0.444444444444444	0.444502620281242	3	30709	0.214822419060804
MC5R	4.1544580315802	10	0.001187	59.9	8467.359707	6.9e-05	0.288889	13	0.000113	15991.578754	2008.745238	3.78354877253208e-05	2008.74523809524	505.8046875	0	609	10	8	0.12413656192963	1120	1308	-0.556570989555289	1918.2479067242	160843	0.331666666666667	175.933333333333	11	8	0.000400767282503717	0.107348432390261	8	23	3689881782641929	0.288888888888889	-0.142621151618594	0.18	0.180142406619565	10	177262	0.245178229964014
MCAM	4.40163837112668	1	0.000119	31	0	2.9e-05	0	0	3.2e-05	0	1869.421429	1.00456089827202e-05	1869.42142857143	411.8359375	0	32	1	1	0	528	64	-0.9375	1810.52593391773	11723	1	NA	2	1	0.000165216937701716	1	8	1	652770483828879	NA	-0.520166538641961	0	9.08292615786621e-07	1	0	0.228173004829907
MCAT	4.38501721476908	1	0.000119	30	0	0.000116	0	0	3.1e-05	0	1879.82619	1.00883721017662e-05	1879.82619047619	419.4140625	0	31	1	1	0	602	62	-0.935483870967742	1817.38862867199	13411	1	NA	2	1	0.000677797457966002	1	8	1	10506628964004308	NA	-0.520166538641961	0	6.38390322382776e-07	1	0	0.229442962342998
MCC	3.05508726107088	132	0.015673	20.75	708850.12873	0.016143	0.014689	127	0.001628	1416727.005393	2827.240476	5.39087297409737e-05	2827.24047619048	1083.15625	1	2871	34	75	0.18622939437069	5765	23034	0.767719693751704	2608.52792134613	1590783	0.0140774969613144	42.1717557251908	133	23	0.0942524072885402	0.010299876620203	7	259	2.03314048464113e+20	0.0146888734674994	6.2046580837274	0.761248852157943	0.761537020472586	132	7638063	0.345080004417222
MCCC1	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
MCCC2	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
MCF2	4.29039534607622	2	0.000237	17	74.025584	4.7e-05	0	0	4.2e-05	188.519502	1922.817857	1.66272731805611e-05	1922.81785714286	447.02734375	0	36	2	1	0	790	74	-0.756410256410256	1857.46994853063	17876	0.5	0	3	2	0.00027110861371517	0.5	8	2	1695265717047377	0	-0.42242314927127	0	1.50908816154427e-06	2	659	0.234690327980327
MCF2L	4.10530689777989	2	0.000237	62	35.448885	5.4e-05	0	0	4e-05	65.56927	2016.04881	1.72498018024531e-05	2016.04880952381	508.91015625	0	127	2	1	0	1106	256	-0.903659447348768	1941.21429191128	54477	0.559633027522936	0	3	2	0.000317116490608457	0.5	8	2	2300799243646637	0	-0.42242314927127	0	8.51922619360401e-06	2	1069	0.246069670392251
MCFD2	4.61260833432269	2	0.000237	11	0	1.3e-05	1	1	4.2e-05	0	1781.458333	1.6218478316273e-05	1781.45833333333	357.03515625	1	24	2	2	0	333	50	-0.69047619047619	1727.71669412128	6404	0.55	24	3	2	7.61610917684889e-05	0.595902777777778	8	3	132697496555190	1	-0.73316463436184	0.5	0.50009180962899	2	0	0.21743663289801
MCHR1	4.0250504570818	19	0.002256	64.526316	7879.614426	0.000133	0.549708	94	0.00019	15018.788887	2082.421429	4.4588282801019e-05	2082.42142857143	555.0625	1	1245	19	18	0.248345680294125	1433	2832	-0.4813701393486	1979.92062649323	332452	0.265323803335499	684.385964912281	20	14	0.000772987302397281	0.0698393909868881	8	113	13758368557349176	0.549707602339181	0.388681819795729	0.0997229916897507	0.100364216197064	19	141630	0.254170807832457
MCHR2	4.94621868692865	1	0.000119	45	0	2e-06	0	0	2.7e-05	0	1661.690476	1.02090012358585e-05	1661.69047619048	288.263671875	0	46	1	1	0	201	92	-0.956521739130435	1611.18642888003	9305	1	NA	2	1	1.00980043239804e-05	1	9	1	2352774435803.38	NA	-0.614890459542437	0	1.06985383163671e-06	1	0	0.202818317611452
MCL1	3.76053662590526	10	0.001187	19.1	18527.09456	0.000294	0.044444	2	0.000154	38082.81972	2214.292857	3.60922304501043e-05	2214.29285714286	646.71875	0	201	7	2	0.314253343630457	2472	492	0.0559601346366052	2119.18702446725	111013	0.10632183908046	8.93333333333333	11	5	0.00171591864337619	0.107431578512397	8	12	67372700334369232	0.0444444444444444	0.734836052559547	0.76	0.760063933723422	10	179088	0.270266429530419
MCM10	3.90276623530809	15	0.001781	25	1894.45156	0.000454	0.571429	60	0.000147	4290.658432	2138.129762	4.22533682664587e-05	2138.12976190476	593.30859375	2.33333333333333	390	12	14	0.109700520920429	1930	990	-0.15860265127917	2041.95689471603	170035	0.156813417190776	222.857142857143	16	10	0.00264383154250709	0.129653981905908	8	75	160796608655253024	0.571428571428571	0.40510165935896	0.24	0.24014167614352	15	24408	0.260970311473772
MCM2	3.50338359254422	37	0.004393	27.621622	24050.472171	0.001475	0.211712	141	0.000339	50247.544102	2415.440476	4.95656369901171e-05	2415.44047619048	790.6015625	0	1059	21	34	0.210495977391234	3726	3450	0.228066847657823	2274.73818157172	516334	0.0528609223426882	224.202702702703	38	12	0.00859407215944613	0.0538551148398713	7	178	1695321801205108224	0.211711711711712	1.79402163430397	0.493791088385683	0.49416899470262	37	338413	0.294817585278932
MCM3	3.43618663184139	34	0.004037	30.441176	36826.491804	0.002634	0.231729	130	0.000321	74108.49401	2458.914286	4.8964974657329e-05	2458.91428571429	822.5	2.53968253968254	1069	19	28	0.248977123035678	4087	3260	0.187226042674734	2319.22222990015	575091	0.0542378241619228	247.718360071301	35	12	0.0152676982279979	0.0589693452343425	7	164	5423454204187064320	0.231729055258467	1.56253497181313	0.513840830449827	0.514094676006349	34	509815	0.300123799061895
MCM3AP	3.75281966045352	6	0.000712	37	4243.48516	0.000238	0	0	8.8e-05	10244.267724	2223.180952	3.08068072749537e-05	2223.18095238095	654.296875	1	228	6	1	1	2563	486	-0.395303517170525	2123.54473267953	110851	0.172248803827751	0	7	5	0.00138347385707928	0.166666666666667	8	6	44389147499819576	0	-0.299680485449523	0.666666666666667	0.666670369437997	6	43611	0.271351269666888
MCM4	3.61830701650243	24	0.00285	33.541667	13392.410866	0.00176	0.333333	92	0.000222	25323.771268	2334.791667	4.64781818455688e-05	2334.79166666667	733.86328125	1	829	17	22	0.217739749848914	3162	2210	0.00743342632975904	2202.48872920563	402227	0.0741869918699187	276.333333333333	25	12	0.0101942984113006	0.0825808185295617	8	116	2425063619900024320	0.333333333333333	0.983818315586047	0.40625	0.406426044564411	24	224453	0.284973961511838
MCM5	3.54208714234833	27	0.003206	31.555556	13598.842452	0.002051	0.330484	116	0.000247	26509.033186	2383.866667	4.74012375511126e-05	2383.86666666667	768.8125	4.71936507936508	879	17	26	0.212417644637115	3548	2460	0.0685149804175849	2249.8826546003	434871	0.0658006649655919	290.495726495727	28	12	0.0118928652365881	0.079699382408173	7	143	3285717900154863104	0.330484330484331	1.21530497807688	0.414266117969822	0.414537637415434	27	223532	0.290963830912546
MCM6	3.69262732992995	29	0.003443	23.724138	23715.770459	0.000994	0.270936	110	0.000305	51033.154366	2281.394048	4.7466980961282e-05	2281.39404761905	694.36328125	3.45714285714286	717	16	24	0.267572197967908	2827	2246	0.225969731827519	2158.15995241617	334055	0.0707258983121052	194.261083743842	30	12	0.00579167413151301	0.0719218358830389	8	139	769943372292554752	0.270935960591133	1.21530497807688	0.50653983353151	0.506728794929428	29	277759	0.278456493057352
MCM7	3.29906209189125	45	0.005343	30.511111	108773.043413	0.007271	0.10101	100	0.000431	221411.425231	2574.809524	5.05527491610843e-05	2574.80952380952	906.609375	1	1418	22	25	0.240681954252882	4745	4816	0.338057057840571	2415.62001583417	806563	0.0366599326599327	143.232323232323	46	12	0.0425122947893556	0.0387129240930213	7	145	41333683613042647040	0.101010101010101	1.44679164056772	0.716049382716049	0.716149905554141	45	1350678	0.314269440230606
MCM8	3.90407218330761	12	0.001425	25.083333	1424.788061	0.000325	0.469697	31	0.000122	3335.181884	2133.944048	3.9761095750516e-05	2133.94404761905	590.08203125	0	313	12	12	0.126141301050053	1859	758	-0.214506632441861	2041.27384138183	135114	0.151104417670683	147.015151515152	13	10	0.00189515180221036	0.141311064622735	8	43	82344014728766784	0.46969696969697	0.173614996868126	0.152777777777778	0.152856078130657	12	19910	0.26045942238727
MCM9	4.14899679449127	4	0.000475	27	14.15341	0.000207	0.5	3	5e-05	28.391195	1996.871429	2.59418928961088e-05	1996.87142857143	497	0	112	4	4	0	1177	236	-0.698238973008558	1920.77285603914	50394	0.428571428571429	56	5	4	0.00120862061578563	0.281717088906036	8	7	33514352507411300	0.5	-0.636588321849795	0	2.34553180938901e-05	4	427	0.243728967236828
MCOLN1	5.88899442004037	1	0.000119	3	0	0	0	0	4.1e-05	0	1379.005556	7.09379281685123e-06	1379.00555555556	145.279296875	0	4	1	1	0	19	8	-0.5	1353.24978327924	180	1	NA	2	1	2.34895125641327e-07	1	10	1	1262093870.36035	NA	0	0	0.000249242480329204	1	0	0.16831509282992
MCPH1	4.60762198741541	3	0.000356	7.666667	176.715051	1.6e-05	0.333333	1	5.5e-05	558.198633	1790.978571	1.95894107856217e-05	1790.97857142857	365.09375	0	26	3	2	0	456	58	-0.351515151515152	1729.58642102551	9123	0.385964912280702	8.66666666666667	4	3	9.30495297760584e-05	0.439043209876543	8	4	198625733227240	0.333333333333333	-0.843274042711568	0.444444444444444	0.444495003789372	3	1492	0.218598629492081
MCRIP2	4.54006885907634	1	0.000119	19	0	9e-06	0	0	2.9e-05	0	1812.186111	9.96374217591212e-06	1812.18611111111	376.544921875	0	20	1	1	0	467	40	-0.9	1755.3214874088	10861	1	NA	2	1	5.25903218045628e-05	1	9	1	63378597597118.8	NA	-0.585334016474423	0	7.37129052019725e-07	1	0	0.221187124510088
MCRS1	3.42763860857177	31	0.003681	25.322581	68968.770439	0.001946	0.053763	25	0.000346	146111.865572	2467.666667	4.83892754905164e-05	2467.58333333333	829.2578125	2.2	816	16	9	0.254926515170208	4097	2562	0.252352468713191	2325.00602680891	399671	0.0411679458966239	43.8709677419355	32	12	0.0112928457942516	0.0404539441151588	7	56	2956598543610892288	0.053763440860215	0.200941062366941	0.832466181061394	0.833208400838213	31	729985	0.30118190325072
MCTS1	3.98159800546124	2	0.000237	66.5	8192	0.000562	0	0	6.8e-05	16384	2088.560714	1.03965282860375e-05	2088.56071428571	560.27734375	0	135	2	1	0	1681	272	-0.318407960199005	2001.52813310672	68163	0.5	0	3	1	0.00328447586862282	0.5	8	2	246769641327695328	0	0	0.5	0.511839460640323	2	81489	0.254920140886803
MCUB	4.13866793304048	1	0.000119	48	0	0.000164	0	0	2.8e-05	0	1997.765476	1.02742109537485e-05	1997.76547619048	497.33984375	0	49	1	1	0	1179	98	-0.959183673469388	1925.5665232358	30614	1	NA	2	1	0.000957732642223699	1	8	1	20976471225521272	NA	-0.520166538641961	0	1.20519036583833e-06	1	0	0.243838090588353
MDC1	3.59313783687522	15	0.001781	47.2	7653.671124	0.00112	0.152381	16	0.000153	15795.917889	2354.290476	4.26963039339276e-05	2354.29047619048	749.6953125	1	723	12	12	0.0788383131562831	3331	1656	-0.231478298150727	2217.91670246159	414815	0.091796875	110.171428571429	16	10	0.00648862035168487	0.0792250327973568	7	31	982280819591200768	0.152380952380952	-0.0578716656227086	0.56	0.560088490998919	15	116482	0.287353896764346
MDFI	3.91891250148403	32	0.0038	6.15625	133103.599175	7e-05	0	0	0.000755	275466.327824	2136.4	4.39542119708637e-05	2136.4	589.9921875	0	229	8	1	84	1769	1450	0.740599876623761	2033.54385167682	62828	0.0339226973684211	0	33	5	0.000410295542026181	0.03125	8	32	3857080269017008	0	3.73889004012837	0.736328125	0.737606288231425	32	1305265	0.260759184669824
MDH1	4.81253710079544	2	0.000237	5.5	260.51005	5e-06	0	0	6e-05	798.280541	1704.809524	1.29922797925556e-05	1704.80952380952	311.5390625	0	13	2	1	0	223	28	-0.318181818181818	1655.94160746004	2900	0.5	0	3	2	2.80434717699782e-05	0.5	8	2	17996498526301.4	0	0	0.5	0.50054185223244	2	2127	0.208081230783551
MDH2	4.53104594562507	7	0.000831	7.714286	19090.593043	4.2e-05	0	0	0.000158	39484.378728	1820.011508	2.65286038075464e-05	1820.01150793651	380.8984375	11.2141912716533	61	5	1	2	401	164	0.195302736479207	1758.81695270536	7624	0.142857142857143	0	8	3	0.000246755511219579	0.142857142857143	9	7	1392771838534389	0	1.15470053837925	0.816326530612245	0.816403838321745	7	149290	0.222142256552735
MDK	3.96652024219399	6	0.000712	19.5	2741.533575	8.1e-05	0.066667	1	8.9e-05	6902.721175	2091.8	3.07816796106759e-05	2091.8	560.921875	0	123	6	2	0	1644	276	-0.305457497684388	2009.13645615085	67158	0.181089743589744	8.2	7	5	0.000473260026261484	0.169221964788738	7	7	5126690659542605	0.0666666666666667	-0.275637312947093	0.611111111111111	0.611114186135468	6	31043	0.255315513242996
MDM2	3.47892674818948	15	0.001781	39.6	15074.903282	0.000801	0.057143	6	0.000186	33751.114783	2419.845238	4.18733463655119e-05	2419.84523809524	796.2109375	0	609	11	7	0.0775740148258852	3906	1428	-0.0144776709681388	2290.72958400164	363967	0.0778220451527224	34.8	16	9	0.00465716487273117	0.0779651950919543	7	21	499362280003001856	0.0571428571428571	0.251534647531572	0.675555555555556	0.675577531960297	15	170403	0.295355210313079
MDM4	3.3131900747952	14	0.001662	82.857143	27985.360484	0.001805	0.131868	12	0.000162	53897.55252	2553.95	4.25206700597973e-05	2553.95	894.8203125	1.88888888888889	1174	14	6	0.150525010640445	4630	2530	-0.577489258006543	2405.31941806715	652974	0.0962082155330118	154.813186813187	15	12	0.0105070111624201	0.0749417339585806	7	26	2538280178194864640	0.131868131868132	0.16472019602544	0.622448979591837	0.622574742657356	14	433066	0.311723422433763
ME2	4.14994657485456	2	0.000237	42.5	471.189318	0.000111	0	0	4.7e-05	1392.26159	1994.855952	1.55615127299912e-05	1994.85595238095	495.30859375	1	87	2	1	0	1104	176	-0.642570281124498	1920.33325704477	31900	0.5	0	3	2	0.000650090860122711	0.5	8	2	9664756633972474	0	-0.866025403784439	0.5	0.502314172560464	2	2988	0.243482967457692
MEA1	4.19696070283747	1	0.000119	48	0	9.1e-05	0	0	2.7e-05	0	1966.638095	1.02686098669177e-05	1966.6380952381	475.828125	0	49	1	1	0	967	98	-0.959183673469388	1898.8217872196	29284	1	NA	2	1	0.000530588409222376	1	8	1	6438636521476549	NA	-0.761809314331514	0	9.3239642640075e-06	1	0	0.240038825245701
MEAF6	4.20004748901816	10	0.001187	11.5	8214.775638	4.4e-05	0.177778	8	0.000145	16513.363788	1972.80119	3.5617946787678e-05	1972.80119047619	479.80078125	1	125	7	6	0.10035000709363	962	340	0.0899569576114198	1897.42626565283	45887	0.161428571428571	22.2222222222222	11	6	0.000256228571756249	0.130702746283699	8	18	1509730642029807	0.177777777777778	-0.409923512045742	0.58	0.580094984180002	10	95608	0.240791064381316
MECOM	4.10720645850647	1	0.000119	85	0	5.9e-05	0	0	2.7e-05	0	2018.655952	1.03584982945592e-05	2018.65595238095	512.21484375	0	86	1	1	0	1294	172	-0.976744186046512	1940.31649082237	49455	1	NA	2	1	0.000340897971203583	1	8	1	2690275068112368	NA	-0.520166538641961	0	1.52487096261034e-06	1	0	0.246387886290839
MECP2	3.95144247892675	3	0.000356	53.666667	163.41739	0.000363	0.333333	1	4.3e-05	324.728935	2109.091667	2.25623424372517e-05	2109.09166666667	575.07421875	1	164	3	2	0	1834	334	-0.882238225734498	2016.80284229186	97985	0.355555555555556	54.6666666666667	4	3	0.00208005766007453	0.344230546884033	8	4	107160572609571472	0.333333333333333	-0.409923512045742	0.444444444444444	0.444448140752262	3	2708	0.257426054762178
MECR	3.96165261783213	3	0.000356	30	56.714447	0.000124	0	0	4.8e-05	127.189996	2092.019048	2.22537232948751e-05	2092.01904761905	561.4375	1	93	3	1	0	1712	192	-0.788070175438596	2011.60505259372	61537	0.349397590361446	0	4	3	0.000724479500161975	0.333333333333333	7	3	12028920238920838	0	-0.299680485449523	0	3.35716942168052e-06	3	1094	0.25534224919064
MED1	3.67185088448296	25	0.002968	17.28	26791.16473	0.000489	0.08	24	0.000295	58330.543451	2286.554762	4.6492180911896e-05	2286.55476190476	698.359375	0	457	12	17	0.211524921724265	3010	1514	0.285346153075452	2170.37147568546	240517	0.0646969696969697	36.56	26	10	0.00284552461886921	0.0505137332792406	7	49	186387169471545568	0.08	1.13347886030132	0.5248	0.524836464792773	25	320480	0.279086386171684
MED10	3.54647987652855	39	0.004631	28.871795	25074.647913	0.00375	0.17139	127	0.000341	51576.271342	2383.785714	4.97596618845199e-05	2383.78571428571	767.4296875	1	1165	21	30	0.242362739791281	3564	3812	0.27341598575135	2247.09590921264	640945	0.0656904257821689	199.669365721997	40	12	0.0215975851625466	0.0447507603863543	7	166	11209754785552087040	0.171390013495277	1.51239296637795	0.61275476660092	0.61338529677832	39	393258	0.290953950236243
MED11	3.90300368039891	17	0.002019	23.411765	626.059833	0.00042	0.588235	80	0.000157	1356.784615	2142.4	4.33182320711766e-05	2142.4	597.125	1	415	14	17	0.158643691293199	2048	1102	-0.101639610831384	2041.83266920152	180706	0.15818759936407	244.117647058824	18	12	0.00243651185296554	0.125058579760974	8	97	137854056722249872	0.588235294117647	0.828052257609649	0	0.000760376986356448	17	14413	0.261491517148767
MED12	3.75103882227235	11	0.001306	33.363636	2731.724824	0.000444	0.236364	13	0.000115	6296.621647	2233.628571	3.92553426669936e-05	2233.62857142857	662.2421875	1	378	10	8	0.0931024214472221	2650	866	-0.326693212521911	2124.5529039405	194036	0.131836291198841	89.3454545454546	12	9	0.00256803154417367	0.108376684008019	7	24	154858859271932768	0.236363636363636	-0.677497301680622	0.56198347107438	0.562278033432717	11	37635	0.272626458126256
MED13	3.68728481538644	13	0.001544	40.846154	5465.729989	0.000782	0.371795	29	0.000128	10293.567084	2278.669048	4.07818138374044e-05	2278.66904761905	694.515625	0	544	12	12	0.110373638418796	2917	1244	-0.266339780768076	2161.28691480456	296048	0.124676546694895	202.25641025641	14	11	0.00453500678391189	0.114601951587832	7	42	478796199122998784	0.371794871794872	0.00684340708768315	0.260355029585799	0.260591354390953	13	102399	0.278123892056498
MED13L	3.69428944556571	17	0.002019	33	4621.986174	0.000609	0.617647	84	0.00016	9239.803306	2272.82619	4.33163676408841e-05	2272.82619047619	689.6953125	2.3047619047619	578	15	16	0.12678357137282	2904	1428	-0.137819431633007	2157.18896423177	290246	0.112812248186946	357	18	12	0.00352946531174689	0.121271708501226	7	101	289520980843108480	0.617647058823529	0.691184115855988	0.110726643598616	0.111240816368906	17	91392	0.277410739713906
MED14	3.40436898967114	31	0.003681	36.354839	34922.232445	0.001209	0.283871	132	0.000289	72051.736416	2485.066667	4.8371971990784e-05	2485.06666666667	842.1796875	2.57142857142857	1158	20	26	0.260103238331161	4234	3246	0.105118861920384	2340.89795989538	615562	0.0565524193548387	328.722580645161	32	12	0.00701279212896276	0.0672322343372333	7	163	1140249294544520960	0.283870967741935	1.37552482462429	0.493236212278876	0.494281650400525	31	452356	0.303315838724092
MED15	3.57366733942776	28	0.003325	25.285714	30457.100283	0.000701	0.230159	87	0.00029	66060.831436	2358.871429	4.7640322921801e-05	2358.87142857143	750.3828125	6.33341773213866	736	17	19	0.256182542051042	3415	2228	0.167327750736394	2230.00063120827	327065	0.0616005616005616	169.396825396825	29	12	0.00407232431134844	0.0647747075047533	7	115	382373852205885440	0.23015873015873	0.691184115855988	0.543367346938776	0.544584361479207	28	315846	0.287913026799861
MED16	3.9133325418497	14	0.001662	23.642857	578.499705	0.000287	0.56044	51	0.000134	1468.38738	2131.611905	4.16679420107621e-05	2131.6119047619	589.1796875	0	345	14	12	0.126141301050053	1962	872	-0.221265072560675	2036.44345003337	153300	0.175373134328358	193.351648351648	15	11	0.00166172028647776	0.125859509422946	8	65	65024945826078488	0.56043956043956	0.143711548841344	0.244897959183674	0.245137977513636	14	11191	0.260174771727299
MED17	3.75483794372551	13	0.001544	28.538462	1613.531716	0.000594	0.410256	32	0.000122	3777.800511	2227.421429	4.10308103979513e-05	2227.42142857143	657.3203125	0	384	13	11	0.14586940207872	2660	924	-0.296618294868794	2122.4032946533	197737	0.141923076923077	157.538461538462	14	11	0.00344544539661919	0.122525367112013	8	45	276106406073703200	0.41025641025641	0.00684340708768315	0.272189349112426	0.272428027912481	13	27073	0.271868842740301
MED18	4.55574023507064	3	0.000356	13.666667	1.59079	3.3e-05	0	0	4.3e-05	5.335273	1809.082143	2.16074732736984e-05	1809.08214285714	375.11328125	0	44	3	1	0	421	94	-0.632142857142857	1749.28332421234	19495	0.506666666666667	0	4	3	0.000192025309242814	0.333333333333333	8	3	860573846754367	0	-1.0881017269416	0	5.05378251136612e-06	3	46	0.220808268382422
